issue_number,dates,page_number,type_of_page,original_volumes,volumes,notes,start_issue,end_issue,link,htid,original_source,record_url,periodical_name,publication_type,id,metadata_schema_version,enumeration_chronology,type_of_resource,title,date_created,pub_date,language,access_profile,isbn,issn,lccn,oclc,page_count,feature_schema_version,access_rights,alternate_title,category,genre_ld,genre,contributor_ld,contributor,handle_url,source_institution_ld,source_institution,lcc,type,is_part_of,last_rights_update_date,pub_place_ld,pub_place,main_entity_of_page,publisher_ld,publisher,lowercase_periodical_name,publication_directory,volume_directory
12-Jan,January-December 1965,5,toc,v.7 1965,7.0,,1965-01-01,1965-12-01,https://hdl.handle.net/2027/inu.32000013032927,inu.32000013032927,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032927,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.7 1965,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1965.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,74.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032927,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032927
12-Jan,January-December 1965,70,end_of_issue,v.7 1965,7.0,,1965-01-01,1965-12-01,https://hdl.handle.net/2027/inu.32000013032927,inu.32000013032927,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032927,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,v.7 1965,http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1965.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,74.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032927,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032927
1,November 1966,1,scanner_page,"v.8,no.1-2 1966",8.0,,1966-11-01,1966-11-01,https://hdl.handle.net/2027/inu.32000013032935,inu.32000013032935,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032935,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.8,no.1-2 1966",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1966.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,124.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032935,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032935
1,November 1966,9,cover_page,"v.8,no.1-2 1966",8.0,,1966-11-01,1966-11-01,https://hdl.handle.net/2027/inu.32000013032935,inu.32000013032935,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032935,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.8,no.1-2 1966",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1966.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,124.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032935,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032935
1,November 1966,11,toc,"v.8,no.1-2 1966",8.0,,1966-11-01,1966-11-01,https://hdl.handle.net/2027/inu.32000013032935,inu.32000013032935,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032935,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.8,no.1-2 1966",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1966.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,124.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032935,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032935
2,December 1966,77,cover_page,"v.8,no.1-2 1966",8.0,,1966-12-01,1966-12-01,https://hdl.handle.net/2027/inu.32000013032935,inu.32000013032935,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032935,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.8,no.1-2 1966",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1966.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,124.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032935,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032935
2,December 1966,79,toc,"v.8,no.1-2 1966",8.0,,1966-12-01,1966-12-01,https://hdl.handle.net/2027/inu.32000013032935,inu.32000013032935,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032935,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.8,no.1-2 1966",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1966.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,124.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032935,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032935
2,December 1966,126,end_of_issue,"v.8,no.1-2 1966",8.0,,1966-12-01,1966-12-01,https://hdl.handle.net/2027/inu.32000013032935,inu.32000013032935,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032935,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.8,no.1-2 1966",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1966.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,124.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032935,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032935
6-Jan,June 1967,1,scanner_page,"v.9,no.1-6 1967",9.0,,1967-06-01,1967-06-01,https://hdl.handle.net/2027/inu.32000013032828,inu.32000013032828,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032828,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.9,no.1-6 1967",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1967.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,78.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032828,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032828
6-Jan,June 1967,3,toc,"v.9,no.1-6 1967",9.0,,1967-06-01,1967-06-01,https://hdl.handle.net/2027/inu.32000013032828,inu.32000013032828,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032828,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.9,no.1-6 1967",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1967.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,78.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032828,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032828
6-Jan,June 1967,74,end_of_issue,"v.9,no.1-6 1967",9.0,,1967-06-01,1967-06-01,https://hdl.handle.net/2027/inu.32000013032828,inu.32000013032828,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032828,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.9,no.1-6 1967",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1967.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,78.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032828,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032828
12-Sep,September-December 1967,1,scanner_page,"v.10,no.9-12 1967",10.0,,1967-09-01,1967-12-01,https://hdl.handle.net/2027/inu.32000013032836,inu.32000013032836,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032836,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.10,no.9-12 1967",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1967.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,88.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032836,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032836
12-Sep,September-December 1967,5,toc,"v.10,no.9-12 1967",10.0,,1967-09-01,1967-12-01,https://hdl.handle.net/2027/inu.32000013032836,inu.32000013032836,"
                       Indiana University
                      ",https://catalog.hathitrust.org/Record/000055797,Afro Asian Bulletin,News/politics magazines,inu.32000013032836,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,"v.10,no.9-12 1967",http://id.loc.gov/ontologies/bibframe/Text,Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.,20200209.0,1967.0,eng,google,,,"['sn 89044037', '64001216']",2257026.0,88.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,,Asia,http://id.loc.gov/vocabulary/marcgt/doc,['document (computer)'],"{'id': 'http://www.viaf.org/viaf/156453588', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': ""Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.""}",Permanent Organization for Afro-Asian Peoples' Solidarity. Permanent Secretariat.,http://hdl.handle.net/2027/inu.32000013032836,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'INU'}",INU,DS35.N251,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/2257026', 'type': 'CreativeWorkSeries', 'journalTitle': 'Afro-Asian bulletin :  monthly journal of the Permanent Secretariat of Afro-Asian Solidarity.'}",20180601.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000055797', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/2257026.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/2257026.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/The%20Secretariat', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'The Secretariat'}",The Secretariat,afro_asian_bulletin,datasets/ht_ef_datasets/afro_asian_bulletin/volumes,inu_32000013032836
